94040	2017	1001	0	2011	0	3001	0	1161	0	5161	0	5162	0	9213	0	9301	0
121	5	1	11	0	11	1	11	0	11	-245	11	0	11	0	11	7.8	11
121	10	1	11	0	11	1	11	0	11	-247	11	0	11	0.1	11	8.3	11
121	15	1	11	0	11	0	11	0	11	-252	11	0	11	0.2	11	8.4	11
121	20	1	11	0	11	0	11	0	11	-257	11	0	11	0.1	11	8.2	11
121	25	1	11	0	11	1	11	0	11	-247	11	0	11	0	11	7.7	11
121	30	1	11	0	11	0	11	0	11	-263	11	0	11	0	11	7.7	11
121	35	1	11	0	11	0	11	0	11	-231	11	0	11	0	11	7.5	11
121	40	1	11	0	11	0	11	0	11	-245	11	0	11	0	11	7.8	11
121	45	1	11	0	11	1	11	0	11	-250	11	0	11	0	11	7.4	11
121	50	1	11	0	11	0	11	0	11	-254	11	0	11	0	11	7.5	11
121	55	0	11	0	11	0	11	0	11	-257	11	0	11	0.3	11	7.3	11
121	100	0	11	0	11	0	11	0	11	-248	11	0	11	0.3	11	7.2	11
121	105	0	11	0	11	0	11	0	11	-235	11	0	11	0.1	11	7.2	11
121	110	1	11	0	11	0	11	0	11	-262	11	0	11	0.1	11	7	11
121	115	1	11	0	11	1	11	0	11	-241	11	0	11	0.3	11	6.9	11
121	120	0	11	0	11	0	11	0	11	-235	11	0	11	0.3	11	7.2	11
121	125	0	11	0	11	0	11	0	11	-245	11	0	11	0.2	11	7.2	11
121	130	0	11	0	11	0	11	0	11	-237	11	0	11	0	11	7.1	11
121	135	0	11	0	11	0	11	0	11	-242	11	0	11	0	11	6.8	11
121	140	0	11	0	11	0	11	0	11	-236	11	0	11	0	11	6.9	11
121	145	0	11	0	11	0	11	0	11	-260	11	0	11	0.1	11	7	11
121	150	0	11	0	11	0	11	0	11	-248	11	0	11	0.2	11	6.9	11
121	155	0	11	0	11	0	11	0	11	-228	11	0	11	0.4	11	6.7	11
121	200	0	11	0	11	0	11	0	11	-240	11	0	11	0.2	11	6.9	11
121	205	0	11	0	11	0	11	0	11	-244	11	0	11	0.2	11	6.7	11
121	210	0	11	0	11	0	11	0	11	-250	11	0	11	0.2	11	6.8	11
121	215	0	11	0	11	0	11	0	11	-245	11	0	11	0	11	6.9	11
121	220	0	11	0	11	0	11	0	11	-232	11	0	11	0.1	11	6.5	11
121	225	0	11	0	11	0	11	0	11	-243	11	0	11	0.1	11	6.3	11
121	230	0	11	0	11	0	11	0	11	-237	11	0	11	0	11	5.8	11
121	235	0	11	0	11	0	11	0	11	-247	11	0	11	0	11	5.7	11
121	240	0	11	0	11	0	11	0	11	-245	11	0	11	0	11	6.1	11
121	245	0	11	0	11	0	11	0	11	-237	11	0	11	0	11	6.1	11
121	250	0	11	0	11	0	11	0	11	-240	11	0	11	0	11	6	11
121	255	0	11	0	11	0	11	0	11	-250	11	0	11	0	11	5.8	11
121	300	0	11	0	11	0	11	0	11	-195	11	0	11	0	11	5.7	11
121	305	0	11	0	11	0	11	0	11	-253	11	0	11	0	11	5.6	11
121	310	0	11	0	11	0	11	0	11	-262	11	0	11	0.3	11	5.8	11
121	315	0	11	0	11	0	11	0	11	-263	11	0	11	0	11	6	11
121	320	0	11	0	11	0	11	0	11	-241	11	0	11	0.1	11	5.8	11
121	325	0	11	0	11	0	11	0	11	-240	11	0	11	0.3	11	5.9	11
121	330	0	11	0	11	0	11	0	11	-239	11	0	11	0	11	5.9	11
121	335	0	11	0	11	0	11	0	11	-240	11	0	11	0	11	5.7	11
121	340	0	11	0	11	0	11	0	11	-224	11	0	11	0	11	5.3	11
121	345	0	11	0	11	0	11	0	11	-242	11	0	11	0	11	5.2	11
121	350	0	11	0	11	0	11	0	11	-233	11	0	11	0.3	11	5.6	11
121	355	0	11	0	11	0	11	0	11	-252	11	0	11	0.1	11	5.7	11
121	400	0	11	0	11	0	11	0	11	-244	11	0	11	0	11	5.5	11
121	405	0	11	0	11	0	11	0	11	-245	11	0	11	0	11	5.6	11
121	410	0	11	0	11	0	11	0	11	-243	11	0	11	0.2	11	5.8	11
121	415	0	11	0	11	0	11	0	11	-220	11	0	11	0.2	11	5.7	11
121	420	0	11	0	11	0	11	0	11	-253	11	0	11	0.3	11	4.9	11
121	425	0	11	0	11	0	11	0	11	-207	11	0	11	0.2	11	5.2	11
121	430	0	11	0	11	0	11	0	11	-238	11	0	11	0	11	5.2	11
121	435	0	11	0	11	0	11	0	11	-240	11	0	11	0	11	5.2	11
121	440	0	11	0	11	0	11	0	11	-234	11	0	11	0	11	4.9	11
121	445	0	11	0	11	0	11	0	11	-245	11	0	11	0	11	4.7	11
121	450	0	11	0	11	0	11	0	11	-219	11	0	11	0	11	4.5	11
121	455	1	11	0	11	1	11	0	11	-201	11	0	11	0	11	4.5	11
121	500	2	11	0	11	2	11	2	11	-251	11	0	11	0	11	4.4	11
121	505	3	11	0	11	3	11	3	11	-261	11	0	11	0	11	4.4	11
121	510	5	11	0	11	5	11	4	11	-253	11	0	11	0	11	4.2	11
121	515	7	11	0	11	6	11	6	11	-158	11	0	11	0	11	4.3	11
121	520	9	11	0	11	9	11	7	11	-186	11	0	11	0	11	4.3	11
121	525	11	11	0	11	11	11	9	11	-267	11	0	11	0	11	4.4	11
121	530	13	11	0	11	13	11	12	11	-260	11	0	11	0	11	4.1	11
121	535	19	11	43	11	16	11	15	11	-186	11	0	11	0	11	4	11
121	540	24	11	84	11	18	11	18	11	-265	11	0	11	0	11	4.4	11
121	545	40	11	238	11	20	11	20	11	-236	11	0	11	0	11	4.8	11
121	550	61	11	389	11	21	11	29	11	-243	11	0	11	0.2	11	5	11
121	555	83	11	509	11	23	11	30	11	-192	11	0	11	0	11	5.3	11
121	600	99	11	558	11	25	11	36	11	-152	11	64	11	0	11	5.6	11
121	605	114	11	607	11	25	11	39	11	-92	11	235	11	0	11	6.4	11
121	610	128	11	627	11	26	11	75	11	-239	11	390	11	0	11	7	11
121	615	142	11	644	11	26	11	95	11	8	11	555	11	0	11	7.6	11
121	620	156	11	661	11	27	11	124	11	127	11	747	11	0	11	7.5	11
121	625	171	11	679	11	28	11	124	11	214	11	976	11	0	11	7.6	11
121	630	186	11	694	11	29	11	156	11	278	11	1203	11	0.1	11	7.9	11
121	635	201	11	709	11	30	11	174	11	415	11	1439	11	0.1	11	8	11
121	640	216	11	717	11	32	11	174	11	454	11	1679	11	0.1	11	8.3	11
121	645	232	11	735	11	31	11	202	11	557	11	1905	11	0.3	11	8.5	11
121	650	247	11	743	11	33	11	225	11	648	11	2172	11	0.2	11	8.2	11
121	655	263	11	756	11	33	11	243	11	767	11	2420	11	0.3	11	8.6	11
121	700	279	11	769	11	33	11	262	11	868	11	2724	11	0.2	11	8.8	11
121	705	294	11	779	11	34	11	280	11	982	11	3028	11	0.9	11	8.5	11
121	710	309	11	787	11	34	11	299	11	1136	11	3320	11	1	11	8.4	11
121	715	325	11	796	11	35	11	317	11	1163	11	3633	11	1.2	11	8.4	11
121	720	342	11	806	11	36	11	337	11	1321	11	3932	11	1.1	11	8.6	11
121	725	358	11	815	11	36	11	356	11	1430	11	4234	11	0.7	11	9.1	11
121	730	374	11	823	11	37	11	375	11	1561	11	4540	11	0.7	11	9.2	11
121	735	389	11	830	11	38	11	393	11	1720	11	4829	11	0.7	11	9.5	11
121	740	405	11	838	11	38	11	412	11	1810	11	5125	11	0.4	11	10	11
121	745	421	11	846	11	38	11	431	11	1918	11	5450	11	0.4	11	10.3	11
121	750	437	11	853	11	38	11	450	11	2046	11	5764	11	0.1	11	10.6	11
121	755	452	11	857	11	39	11	469	11	2127	11	6058	11	0.1	11	11.7	11
121	800	467	11	863	11	40	11	487	11	2245	11	6348	11	0.6	11	11.3	11
121	805	482	11	869	11	40	11	505	11	2321	11	6657	11	0.5	11	11	11
121	810	498	11	874	11	40	11	524	11	2505	11	6948	11	0.2	11	12.2	11
121	815	513	11	880	11	40	11	542	11	2620	11	7220	11	0.5	11	12.2	11
121	820	527	11	885	11	40	11	559	11	2634	11	7500	11	0.4	11	11.5	11
121	825	541	11	888	11	41	11	578	11	2766	11	7780	11	0.2	11	11.9	11
121	830	556	11	894	11	41	11	596	11	2905	11	8020	11	0.2	11	12.8	11
121	835	571	11	900	11	41	11	614	11	2993	11	8260	11	0.4	11	12.8	11
